"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00448922677908345,3,7,37.7159340659341,"GO:0042799 histone methyltransferase activity (H4-K20 specific) "," http://amigo.geneontology.org/amigo/term/GO:0042799"," KMT5B  NSD1  NSD2"
0.00448922677908345,5,36,12.2227564102564,"GO:0140658 ATP-dependent chromatin remodeler activity "," http://amigo.geneontology.org/amigo/term/GO:0140658"," CHD8  CHD3  CHD2  CECR2  SHPRH"
0.002690472874577,6,49,10.7759811616954,"GO:0018024 histone-lysine N-methyltransferase activity "," http://amigo.geneontology.org/amigo/term/GO:0018024"," NSD2  KMT5B  NSD1  KMT2D  KMT2B  SETD1B"
0.00234859183679229,7,66,9.33374125874126,"GO:0042054 histone methyltransferase activity "," http://amigo.geneontology.org/amigo/term/GO:0042054"," NSD2  KMT5B  NSD1  KMT2D  KMT2B  SETD1B  PRMT2"
0.00605492342970691,6,66,8.00034965034965,"GO:0016279 protein-lysine N-methyltransferase activity "," http://amigo.geneontology.org/amigo/term/GO:0016279"," NSD2  KMT5B  NSD1  KMT2D  KMT2B  SETD1B"
0.00605492342970691,6,67,7.88094144661309,"GO:0016278 lysine N-methyltransferase activity "," http://amigo.geneontology.org/amigo/term/GO:0016278"," NSD2  KMT5B  NSD1  KMT2D  KMT2B  SETD1B"
0.00697735470575784,7,102,6.03947963800905,"GO:0008276 protein methyltransferase activity "," http://amigo.geneontology.org/amigo/term/GO:0008276"," NSD2  KMT5B  NSD1  KMT2D  KMT2B  SETD1B  PRMT2"
0.0093928852909336,7,108,5.70395299145299,"GO:0008170 N-methyltransferase activity "," http://amigo.geneontology.org/amigo/term/GO:0008170"," NSD2  KMT5B  NSD1  KMT2D  KMT2B  SETD1B  PRMT2"
0.00448922677908345,9,150,5.28023076923077,"GO:0016922 nuclear receptor binding "," http://amigo.geneontology.org/amigo/term/GO:0016922"," NCOR1  CNOT1  TACC2  PRMT2  NSD1  ISL1  EP300  ARID1A  HMGN3"
0.00234859183679229,13,268,4.26884328358209,"GO:0042393 histone binding "," http://amigo.geneontology.org/amigo/term/GO:0042393"," CHD8  SSRP1  KMT2D  BRD3  CHD3  CHD2  ZMYND8  KDM5B  PHIP  TONSL  HDGFL2  PHF2  JARID2"
0.00234859183679229,16,374,3.76487042369395,"GO:0022836 gated channel activity "," http://amigo.geneontology.org/amigo/term/GO:0022836"," KCNH2  KCNN4  P2RX3  CLCA2  TMC6  KCNMA1  CACNA2D3  CACHD1  GRIK2  CACNB3  KCNQ3  RYR3  GABRR2  SCN2A  SCN8A  TRPV4"
0.0103935440276459,13,362,3.1603591160221,"GO:0005261 cation channel activity "," http://amigo.geneontology.org/amigo/term/GO:0005261"," KCNH2  KCNN4  P2RX3  TRPV4  SCN2A  KCNMA1  CACNA2D3  CACHD1  GRIK2  CACNB3  KCNQ3  SCN8A  RYR3"
0.00448922677908345,17,482,3.10387009256304,"GO:0005216 ion channel activity "," http://amigo.geneontology.org/amigo/term/GO:0005216"," KCNH2  KCNN4  P2RX3  TRPV4  GABRR2  SCN2A  CLCA2  TMC6  KCNMA1  CACNA2D3  CACHD1  GRIK2  CACNB3  KCNQ3  SCN8A  RYR3  SLC17A6"
0.00234859183679229,22,636,3.04415820029028,"GO:0003682 chromatin binding "," http://amigo.geneontology.org/amigo/term/GO:0003682"," EP300  CHD8  ARID1A  STAG1  HMGN3  SSRP1  CHD3  CHD2  UBTF  CAMTA2  KMT5B  BRD3  INSM1  JARID2  ISL1  NSD2  YAP1  ZEB1  PKNOX1  SIN3A  NKAPL  NSD1"
0.00605492342970691,16,476,2.95811247575953,"GO:0003779 actin binding "," http://amigo.geneontology.org/amigo/term/GO:0003779"," SCIN  MAP1B  MYO1F  CORO1B  EPS8L2  DMD  ARPC1A  MEFV  TTN  KCNMA1  MICAL3  SYNE2  LIMCH1  DAAM1  HOMER2  TRPV4"
0.0105760292103809,15,464,2.84495192307692,"GO:0046873 metal ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0046873"," KCNH2  SLC4A4  KCNN4  TRPV4  TMEM165  SCN2A  KCNMA1  CACNA2D3  CACHD1  GRIK2  CACNB3  KCNQ3  SCN8A  RYR3  SLC17A6"
0.00605492342970691,17,530,2.8227648766328,"GO:0015267 channel activity "," http://amigo.geneontology.org/amigo/term/GO:0015267"," KCNH2  KCNN4  P2RX3  TRPV4  GABRR2  SCN2A  CLCA2  TMC6  KCNMA1  CACNA2D3  CACHD1  GRIK2  CACNB3  KCNQ3  SCN8A  RYR3  SLC17A6"
0.00605492342970691,17,532,2.81215297860035,"GO:0022803 passive transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0022803"," KCNH2  KCNN4  P2RX3  TRPV4  GABRR2  SCN2A  CLCA2  TMC6  KCNMA1  CACNA2D3  CACHD1  GRIK2  CACNB3  KCNQ3  SCN8A  RYR3  SLC17A6"
0.00516643475686703,27,1053,2.25650887573964,"GO:0008092 cytoskeletal protein binding "," http://amigo.geneontology.org/amigo/term/GO:0008092"," SCIN  LIMCH1  KIF2A  LLGL2  MAP2  MAP1B  MYO1F  CORO1B  EPS8L2  DMD  ARPC1A  KRIT1  MEFV  TTN  KCNMA1  TAOK1  MICAL3  SYNE2  DAAM1  HOMER2  TRPV4  ARFGEF2  DLG4  DPYSL4  EP300  BRSK2  RABGAP1"
