"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00149552866315738,5,36,25.0229658792651,"GO:0086010 membrane depolarization during action potential "," http://amigo.geneontology.org/amigo/term/GO:0086010"," SCN2A  CACNA1H  SCN8A  ANK3  KCNJ2"
0.00452575549241499,4,30,24.0220472440945,"GO:0051016 barbed-end actin filament capping "," http://amigo.geneontology.org/amigo/term/GO:0051016"," SVIL  CAPZA2  CARMIL1  TRIOBP"
0.0101371798487699,4,38,18.9647741400746,"GO:0019228 neuronal action potential "," http://amigo.geneontology.org/amigo/term/GO:0019228"," SCN2A  CACNA1H  SCN8A  ANK3"
0.00452575549241499,5,60,15.0137795275591,"GO:0016574 histone ubiquitination "," http://amigo.geneontology.org/amigo/term/GO:0016574"," RNF40  TRIP12  RAG1  DDB1  SUZ12"
0.00363590064336735,6,79,13.683444632712,"GO:1901880 negative reg. of protein depolymerization "," http://amigo.geneontology.org/amigo/term/GO:1901880"," SVIL  CAPZA2  TTBK2  CARMIL1  TAOK1  TRIOBP"
0.00452575549241499,6,95,11.3788644840448,"GO:0043242 negative reg. of protein-containing complex disassembly "," http://amigo.geneontology.org/amigo/term/GO:0043242"," SVIL  CAPZA2  TTBK2  CARMIL1  TAOK1  TRIOBP"
0.00452575549241499,7,140,9.00826771653543,"GO:0043244 reg. of protein-containing complex disassembly "," http://amigo.geneontology.org/amigo/term/GO:0043244"," SVIL  CAPZA2  TTBK2  CARMIL1  TAOK1  TRIOBP  UVRAG"
0.010493332295686,6,125,8.64793700787401,"GO:0051261 protein depolymerization "," http://amigo.geneontology.org/amigo/term/GO:0051261"," SVIL  CAPZA2  TTBK2  CARMIL1  TAOK1  TRIOBP"
0.0101371798487699,10,384,4.6918061023622,"GO:0010639 negative reg. of organelle organization "," http://amigo.geneontology.org/amigo/term/GO:0010639"," TERF2  SVIL  CAPZA2  NAA10  TTBK2  CARMIL1  CEP97  TAOK1  TRIOBP  TSC2"
0.00452575549241499,13,574,4.08040001097424,"GO:0051493 reg. of cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0051493"," CARMIL1  SVIL  CAPZA2  ROCK1  TTBK2  NUMA1  PLXNB1  BRAF  TAOK1  CEP97  DYNC1H1  AKAP13  TRIOBP"
0.010493332295686,13,649,3.60885917765672,"GO:0006281 DNA repair "," http://amigo.geneontology.org/amigo/term/GO:0006281"," RFC2  POLQ  EYA4  TRIP12  DDB1  ZSWIM7  SMARCC2  POLG  HELQ  UVRAG  SMC1A  TAOK1  TERF2"
0.010493332295686,14,745,3.38565766527506,"GO:0051129 negative reg. of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051129"," TERF2  SVIL  CAPZA2  NAA10  TTBK2  SMAD6  DDX3X  CARMIL1  CEP97  ROCK1  SACS  TAOK1  TRIOBP  TSC2"
0.0113901328104519,15,857,3.15341927066585,"GO:0030029 actin filament-based proc. "," http://amigo.geneontology.org/amigo/term/GO:0030029"," ROCK1  CARMIL1  TRIOBP  PHACTR2  SVIL  CAPZA2  ABCC9  KCNJ2  BRAF  PRKCI  INF2  KCTD13  TAOK1  AKAP13  PIP5K1C"
0.000213875818578495,27,1594,3.05173435817386,"GO:0007010 cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0007010"," ROCK1  CARMIL1  TRIOBP  PHACTR2  KRT36  NUMA1  DYNC1H1  SVIL  CAPZA2  DNAH1  TTBK2  PLXNB1  ASPM  ANK3  BRAF  PRKCI  BBS1  UVRAG  INF2  SMC1A  SON  TAOK1  KCTD13  CEP97  AKAP13  PLCE1  PIP5K1C"
0.00452575549241499,20,1269,2.83948548984568,"GO:0033043 reg. of organelle organization "," http://amigo.geneontology.org/amigo/term/GO:0033043"," CARMIL1  TERF2  SVIL  CAPZA2  SMARCC2  ROCK1  NAA10  TTBK2  NUMA1  STX5  PLXNB1  BRAF  CEP97  TAOK1  DYNC1H1  INF2  AKAP13  TRIOBP  TSC2  UVRAG"
7.42280167167184e-06,52,4206,2.22743662035113,"GO:0006996 organelle organization "," http://amigo.geneontology.org/amigo/term/GO:0006996"," SMARCC2  ROCK1  SMC1A  CARMIL1  TIMM13  TRIOBP  NUP107  PHACTR2  KDM5B  SATB2  KRT36  TTBK2  TERF2  NUMA1  POLG  STX5  MYSM1  ATXN2L  BBS1  DYNC1H1  SVIL  UVRAG  CAPZA2  DNAJC19  AP1S3  NAA10  DNAH1  ABCB6  PLXNB1  DDX3X  RFC2  POLQ  KMT2C  ASPM  RNF40  EYA4  ANK3  BRAF  HELQ  PRKCI  RAG1  SUZ12  CEP97  RELN  INF2  SON  TAOK1  KCTD13  AKAP13  TSC2  PLCE1  PIP5K1C"
0.00452575549241499,38,3365,2.03455675024277,"GO:0022607 cellular component assembly "," http://amigo.geneontology.org/amigo/term/GO:0022607"," ROCK1  TTBK2  SLITRK5  ATXN2L  BBS1  SVIL  UVRAG  CAPZA2  GEMIN5  AP1S3  POLQ  DNAH1  ABCB6  KCNJ2  SRSF1  SMAD6  DDX3X  ASPM  CARMIL1  PSMD11  BRAF  SV2A  PLXNB1  KCTD13  CEP97  DYNC1H1  SMC1A  NUP107  TERF2  NUMA1  PLCE1  ANK3  SACS  AKAP13  RYR1  TCF4  TRIOBP  PIP5K1C"
0.00452575549241499,39,3630,1.93566083165224,"GO:0044085 cellular component biogenesis "," http://amigo.geneontology.org/amigo/term/GO:0044085"," ROCK1  TTBK2  HELQ  SLITRK5  ATXN2L  BBS1  SVIL  UVRAG  CAPZA2  GEMIN5  AP1S3  POLQ  DNAH1  ABCB6  KCNJ2  SRSF1  SMAD6  DDX3X  ASPM  CARMIL1  PSMD11  BRAF  SV2A  PLXNB1  KCTD13  CEP97  DYNC1H1  SMC1A  NUP107  TERF2  NUMA1  PLCE1  ANK3  SACS  AKAP13  RYR1  TCF4  TRIOBP  PIP5K1C"
0.00452575549241499,40,3774,1.90954270620783,"GO:0048513 animal organ development "," http://amigo.geneontology.org/amigo/term/GO:0048513"," S100A1  ASXL3  GREB1L  UBASH3B  RAG1  SMARCC2  MEOX1  ASPM  ROCK1  TRIOBP  TMEM59L  EYA4  KDM5B  TGIF2  SATB2  KRT36  VGF  NUMA1  SMAD6  FEZF2  BRAF  MYSM1  PRKCI  PLXNB1  NFIL3  SLITRK5  AKAP13  BBS1  CD19  RELN  NUP107  ABCB6  PLCE1  SVIL  DNAJC19  TSC2  TTBK2  SKI  RYR1  CACNA1H"
