"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0469763191000631,2,7,105.442396313364,"GO:1905049 negative reg. of metallopeptidase activity "," http://amigo.geneontology.org/amigo/term/GO:1905049"," LRP1  SORL1"
0.0469763191000631,2,9,82.010752688172,"GO:1902965 reg. of protein localization to early endosome "," http://amigo.geneontology.org/amigo/term/GO:1902965"," RDX  SORL1"
0.0469763191000631,2,10,73.8096774193548,"GO:0090129 positive reg. of synapse maturation "," http://amigo.geneontology.org/amigo/term/GO:0090129"," NEUROD2  CAMK2B"
0.0496732338212151,2,11,67.099706744868,"GO:0034058 endosomal vesicle fusion "," http://amigo.geneontology.org/amigo/term/GO:0034058"," VPS8  VPS18"
0.0533375265781514,2,14,52.721198156682,"GO:0033147 negative reg. of intracellular estrogen receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0033147"," STRN3  VPS18"
0.0533375265781514,4,139,10.6200974704108,"GO:0007041 lysosomal transport "," http://amigo.geneontology.org/amigo/term/GO:0007041"," VPS18  SORL1  SPTBN5  LRP1"
0.0533375265781514,4,148,9.97428073234525,"GO:0035107 appendage morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0035107"," TBX5  PCSK5  COL3A1  CREBBP"
0.0469763191000631,6,330,6.7099706744868,"GO:0022604 reg. of cell morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022604"," RDX  RHOBTB3  DAPK3  RREB1  SH3KBP1  CAMK2B"
0.0469763191000631,13,1602,2.99477467681527,"GO:0016477 cell migration "," http://amigo.geneontology.org/amigo/term/GO:0016477"," SH3KBP1  RHOBTB3  TBX5  SORL1  CBLL1  OGDH  DAPK3  COL3A1  CAMK2B  RREB1  RDX  PTPRF  LRP1"
0.0107059261971435,20,2509,2.94179662891012,"GO:0051128 reg. of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051128"," RDX  RHOBTB3  VPS18  VPS8  ATG2A  RAD50  DAPK3  TBX5  CBLL1  SORL1  SPTBN5  PTPRF  SHANK2  NEUROD2  TFR2  LRP1  CDH17  RREB1  CAMK2B  MUC12"
0.0469763191000631,14,1806,2.86084021005251,"GO:0048870 cell motility "," http://amigo.geneontology.org/amigo/term/GO:0048870"," SH3KBP1  RHOBTB3  TBX5  SORL1  CBLL1  OGDH  DAPK3  COL3A1  CAMK2B  RREB1  RDX  PTPRF  CFAP52  LRP1"
0.0469763191000631,14,1806,2.86084021005251,"GO:0051674 localization of cell "," http://amigo.geneontology.org/amigo/term/GO:0051674"," SH3KBP1  RHOBTB3  TBX5  SORL1  CBLL1  OGDH  DAPK3  COL3A1  CAMK2B  RREB1  RDX  PTPRF  CFAP52  LRP1"
0.0533375265781514,13,1777,2.69984751393251,"GO:0007267 cell-cell signaling "," http://amigo.geneontology.org/amigo/term/GO:0007267"," VPS18  DLG2  GRID1  TBX5  PXK  NEUROD2  PCSK5  TFR2  DAPK3  LRP1  SHANK2  SH3KBP1  CAMK2B"
0.0533375265781514,15,2254,2.45595643587028,"GO:0006928 movement of cell or subcellular component "," http://amigo.geneontology.org/amigo/term/GO:0006928"," SH3KBP1  RHOBTB3  TBX5  SORL1  CBLL1  OGDH  DAPK3  COL3A1  CAMK2B  RREB1  RDX  PTPRF  CFAP52  LRP1  DLG2"
0.0320250136422632,24,3932,2.25258425491419,"GO:0006464 cellular protein modification proc. "," http://amigo.geneontology.org/amigo/term/GO:0006464"," CREBBP  MAST2  CBLL1  KDM3B  UGGT1  PTPRF  UBE2V2  ZDHHC16  PIGG  CAMK2B  OGDH  RAD50  DAPK3  COL3A1  PRKD3  SORL1  FBXO40  PXK  NEUROD2  HECTD4  KMT2E  VPS18  UVSSA  LRP1"
0.0320250136422632,24,3952,2.24118453702494,"GO:0036211 protein modification proc. "," http://amigo.geneontology.org/amigo/term/GO:0036211"," CREBBP  MAST2  CBLL1  KDM3B  UGGT1  PTPRF  UBE2V2  ZDHHC16  PIGG  CAMK2B  OGDH  RAD50  DAPK3  COL3A1  PRKD3  SORL1  FBXO40  PXK  NEUROD2  HECTD4  KMT2E  VPS18  UVSSA  LRP1"
0.0469763191000631,24,4206,2.10583958400442,"GO:0043412 macromolecule modification "," http://amigo.geneontology.org/amigo/term/GO:0043412"," CREBBP  MAST2  CBLL1  KDM3B  UGGT1  PTPRF  UBE2V2  ZDHHC16  PIGG  CAMK2B  OGDH  RAD50  DAPK3  COL3A1  KMT2E  PRKD3  SORL1  FBXO40  PXK  NEUROD2  HECTD4  VPS18  UVSSA  LRP1"
0.0469763191000631,23,4103,2.06875771465411,"GO:0065008 reg. of biological quality "," http://amigo.geneontology.org/amigo/term/GO:0065008"," VPS18  DAZL  PCSK5  TFR2  SCN2A  TRPC6  RDX  RHOBTB3  KMT2E  TBX5  MED13  GPAM  SPTBN5  ITPR1  SHANK2  DAPK3  COL3A1  NEUROD2  GRID1  CREBBP  THRAP3  SH3KBP1  CAMK2B"
